,index,YEAR,WEEK,Total Cases,index,influenza st,Influenza dis,Common Cold dis,flu st,flu symptoms st,Influenza Vaccine vacc,prevent flu st,Hand sanitizer topic,Oseltamivir med,Oseltamivir st,tamiflu st,pneumonia st,Fever medcond,tylenol st,chills st,Nasal Congestion syndrome,Cough topic,Cold medicine topic,Antibiotics drugtype,Antimicrobial resistance topic,Ibuprofen med,immunity st,Immunity topic,Swine influenza topic,flu medicine st
56,59,2006.0,18.0,195.0,56,6.0,4.0,38.0,2.0,1.0,1.0,2.0,7.0,2.0,2.0,2.0,45.0,50.0,20.0,50.0,42.0,44.0,26.0,71.0,10.0,64.0,50.0,55.0,0.0,3.0
57,60,2006.0,19.0,177.0,57,6.0,4.0,36.0,2.0,1.0,1.0,3.0,7.0,2.0,2.0,2.0,45.0,50.0,19.0,53.0,36.0,44.0,35.0,73.0,15.0,59.0,55.0,59.0,0.0,8.0
58,61,2006.0,20.0,135.0,58,7.0,4.0,32.0,2.0,1.0,1.0,0.0,9.0,3.0,3.0,4.0,39.0,48.0,21.0,50.0,42.0,43.0,33.0,66.0,10.0,61.0,69.0,65.0,0.0,3.0
59,62,2006.0,21.0,130.0,59,7.0,4.0,37.0,3.0,2.0,1.0,4.0,8.0,3.0,3.0,4.0,39.0,47.0,18.0,50.0,42.0,40.0,30.0,64.0,10.0,52.0,65.0,70.0,0.0,11.0
60,63,2006.0,22.0,78.0,60,6.0,4.0,34.0,3.0,1.0,1.0,3.0,11.0,4.0,3.0,4.0,35.0,46.0,23.0,74.0,41.0,45.0,27.0,61.0,7.0,62.0,60.0,60.0,0.0,6.0
61,64,2006.0,23.0,55.0,61,5.0,3.0,35.0,2.0,1.0,1.0,0.0,8.0,2.0,2.0,2.0,36.0,41.0,20.0,52.0,47.0,43.0,39.0,60.0,6.0,49.0,52.0,59.0,0.0,5.0
62,65,2006.0,24.0,25.0,62,4.0,3.0,34.0,2.0,1.0,1.0,2.0,10.0,4.0,2.0,4.0,37.0,46.0,21.0,48.0,40.0,43.0,37.0,63.0,7.0,59.0,49.0,55.0,0.0,3.0
63,66,2006.0,25.0,14.0,63,4.0,3.0,30.0,2.0,1.0,0.0,2.0,9.0,3.0,0.0,5.0,38.0,45.0,21.0,59.0,38.0,45.0,38.0,58.0,7.0,60.0,49.0,51.0,0.0,11.0
64,67,2006.0,26.0,12.0,64,3.0,2.0,30.0,1.0,1.0,1.0,4.0,7.0,2.0,0.0,2.0,30.0,49.0,20.0,41.0,37.0,37.0,25.0,61.0,11.0,52.0,47.0,43.0,0.0,3.0
65,68,2006.0,27.0,8.0,65,4.0,3.0,29.0,1.0,1.0,1.0,2.0,8.0,1.0,0.0,2.0,33.0,46.0,23.0,37.0,30.0,38.0,27.0,58.0,6.0,49.0,39.0,40.0,0.0,5.0
66,69,2006.0,28.0,7.0,66,4.0,2.0,28.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,0.0,31.0,46.0,19.0,38.0,45.0,40.0,25.0,57.0,7.0,56.0,33.0,36.0,0.0,3.0
67,70,2006.0,29.0,11.0,67,2.0,2.0,27.0,1.0,1.0,1.0,2.0,6.0,1.0,0.0,1.0,29.0,44.0,21.0,46.0,35.0,35.0,18.0,55.0,9.0,49.0,37.0,31.0,0.0,7.0
68,71,2006.0,30.0,17.0,68,2.0,2.0,30.0,1.0,1.0,1.0,0.0,9.0,1.0,2.0,1.0,27.0,49.0,32.0,53.0,30.0,38.0,22.0,57.0,4.0,59.0,35.0,39.0,0.0,7.0
69,72,2006.0,31.0,20.0,69,3.0,2.0,26.0,1.0,0.0,1.0,2.0,8.0,1.0,3.0,1.0,31.0,47.0,23.0,40.0,33.0,37.0,25.0,55.0,5.0,51.0,41.0,30.0,0.0,3.0
70,73,2006.0,32.0,12.0,70,2.0,2.0,26.0,1.0,1.0,1.0,2.0,9.0,1.0,2.0,1.0,25.0,45.0,21.0,42.0,35.0,36.0,24.0,60.0,5.0,62.0,38.0,31.0,0.0,3.0
71,74,2006.0,33.0,12.0,71,2.0,2.0,28.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,1.0,30.0,49.0,22.0,50.0,27.0,35.0,21.0,56.0,7.0,52.0,36.0,39.0,0.0,3.0
72,75,2006.0,34.0,15.0,72,3.0,2.0,29.0,1.0,1.0,1.0,2.0,10.0,1.0,0.0,1.0,32.0,44.0,20.0,54.0,25.0,34.0,20.0,53.0,5.0,54.0,30.0,35.0,0.0,3.0
73,76,2006.0,35.0,17.0,73,2.0,2.0,24.0,1.0,0.0,1.0,2.0,9.0,1.0,0.0,1.0,29.0,45.0,22.0,44.0,34.0,34.0,26.0,54.0,4.0,52.0,43.0,30.0,0.0,10.0
74,77,2006.0,36.0,13.0,74,3.0,2.0,29.0,1.0,1.0,1.0,0.0,8.0,1.0,0.0,1.0,28.0,44.0,23.0,39.0,39.0,36.0,30.0,56.0,12.0,46.0,36.0,33.0,0.0,6.0
75,78,2006.0,37.0,31.0,75,3.0,2.0,32.0,1.0,0.0,1.0,2.0,9.0,1.0,0.0,0.0,26.0,45.0,20.0,51.0,38.0,35.0,23.0,55.0,6.0,49.0,38.0,37.0,0.0,6.0
76,79,2006.0,38.0,35.0,76,3.0,2.0,33.0,1.0,0.0,1.0,0.0,10.0,1.0,1.0,1.0,30.0,43.0,20.0,51.0,42.0,35.0,34.0,61.0,5.0,51.0,32.0,36.0,0.0,5.0
77,80,2006.0,39.0,29.0,77,3.0,2.0,37.0,1.0,1.0,2.0,2.0,7.0,1.0,0.0,1.0,32.0,48.0,22.0,52.0,49.0,39.0,36.0,47.0,7.0,55.0,44.0,37.0,0.0,9.0
78,81,2006.0,40.0,56.0,78,4.0,3.0,43.0,1.0,1.0,3.0,2.0,9.0,1.0,1.0,1.0,36.0,46.0,22.0,44.0,44.0,44.0,38.0,59.0,11.0,66.0,38.0,38.0,0.0,14.0
79,82,2006.0,41.0,67.0,79,4.0,4.0,52.0,1.0,1.0,5.0,3.0,11.0,0.0,0.0,1.0,45.0,50.0,26.0,59.0,46.0,48.0,43.0,57.0,5.0,63.0,43.0,44.0,0.0,6.0
80,83,2006.0,42.0,80.0,80,5.0,6.0,56.0,1.0,1.0,9.0,2.0,12.0,1.0,1.0,0.0,44.0,47.0,25.0,66.0,57.0,47.0,47.0,63.0,12.0,55.0,49.0,48.0,0.0,4.0
81,84,2006.0,43.0,84.0,81,4.0,9.0,47.0,2.0,1.0,20.0,3.0,11.0,1.0,3.0,1.0,45.0,52.0,26.0,56.0,46.0,47.0,45.0,69.0,12.0,55.0,40.0,48.0,0.0,4.0
82,85,2006.0,44.0,143.0,82,5.0,11.0,53.0,3.0,1.0,24.0,2.0,11.0,1.0,2.0,1.0,48.0,50.0,22.0,58.0,48.0,46.0,42.0,60.0,10.0,58.0,46.0,50.0,0.0,7.0
83,86,2006.0,45.0,155.0,83,6.0,13.0,54.0,3.0,1.0,30.0,4.0,11.0,1.0,2.0,1.0,43.0,47.0,22.0,53.0,45.0,50.0,54.0,63.0,11.0,54.0,46.0,47.0,0.0,8.0
84,87,2006.0,46.0,133.0,84,6.0,14.0,57.0,3.0,1.0,34.0,4.0,12.0,1.0,1.0,1.0,50.0,44.0,24.0,57.0,43.0,52.0,54.0,62.0,8.0,60.0,43.0,51.0,0.0,6.0
85,88,2006.0,47.0,161.0,85,6.0,14.0,58.0,4.0,2.0,33.0,0.0,10.0,1.0,1.0,1.0,52.0,43.0,24.0,41.0,45.0,55.0,56.0,67.0,13.0,46.0,47.0,43.0,0.0,14.0
86,89,2006.0,48.0,209.0,86,6.0,13.0,58.0,3.0,2.0,29.0,3.0,13.0,1.0,1.0,1.0,56.0,49.0,34.0,36.0,44.0,59.0,53.0,61.0,7.0,57.0,46.0,45.0,0.0,8.0
87,90,2006.0,49.0,264.0,87,6.0,12.0,59.0,3.0,2.0,27.0,2.0,11.0,5.0,3.0,7.0,58.0,47.0,32.0,40.0,45.0,58.0,50.0,70.0,11.0,56.0,46.0,48.0,0.0,13.0
88,91,2006.0,50.0,541.0,88,5.0,7.0,62.0,2.0,2.0,13.0,3.0,8.0,2.0,2.0,2.0,44.0,44.0,23.0,70.0,48.0,54.0,49.0,57.0,6.0,48.0,44.0,40.0,0.0,7.0
89,92,2006.0,51.0,729.0,89,5.0,10.0,72.0,2.0,2.0,15.0,3.0,11.0,1.0,1.0,1.0,56.0,45.0,22.0,40.0,48.0,61.0,56.0,65.0,10.0,52.0,37.0,46.0,0.0,10.0
90,93,2006.0,52.0,704.0,90,6.0,8.0,74.0,2.0,2.0,10.0,4.0,10.0,2.0,1.0,2.0,55.0,49.0,25.0,59.0,45.0,57.0,61.0,62.0,9.0,57.0,42.0,51.0,0.0,9.0
91,94,2007.0,1.0,468.0,91,5.0,7.0,67.0,2.0,3.0,7.0,0.0,10.0,1.0,3.0,2.0,54.0,51.0,24.0,43.0,66.0,62.0,63.0,66.0,11.0,57.0,58.0,52.0,0.0,14.0
92,95,2007.0,2.0,594.0,92,4.0,7.0,74.0,2.0,2.0,4.0,2.0,9.0,2.0,1.0,3.0,49.0,51.0,26.0,63.0,51.0,61.0,79.0,61.0,4.0,61.0,39.0,41.0,0.0,8.0
93,96,2007.0,3.0,718.0,93,3.0,6.0,78.0,2.0,2.0,3.0,2.0,8.0,2.0,2.0,2.0,59.0,51.0,23.0,69.0,68.0,65.0,71.0,64.0,4.0,62.0,27.0,31.0,0.0,8.0
94,97,2007.0,4.0,1310.0,94,4.0,6.0,77.0,2.0,3.0,3.0,0.0,11.0,1.0,2.0,1.0,67.0,50.0,25.0,60.0,68.0,65.0,63.0,68.0,7.0,48.0,32.0,43.0,0.0,6.0
95,98,2007.0,5.0,1849.0,95,5.0,6.0,70.0,2.0,2.0,3.0,3.0,13.0,1.0,1.0,1.0,58.0,50.0,26.0,57.0,58.0,61.0,77.0,71.0,9.0,53.0,43.0,40.0,0.0,10.0
96,99,2007.0,6.0,2532.0,96,4.0,6.0,69.0,2.0,2.0,2.0,2.0,12.0,2.0,1.0,2.0,52.0,53.0,26.0,49.0,55.0,57.0,62.0,70.0,5.0,58.0,43.0,45.0,0.0,7.0
97,100,2007.0,7.0,2523.0,97,6.0,6.0,67.0,2.0,2.0,2.0,3.0,15.0,1.0,2.0,2.0,52.0,55.0,25.0,61.0,47.0,60.0,58.0,66.0,7.0,65.0,49.0,46.0,0.0,6.0
98,101,2007.0,8.0,2367.0,98,7.0,7.0,71.0,2.0,2.0,2.0,3.0,21.0,3.0,1.0,3.0,61.0,58.0,27.0,61.0,59.0,59.0,52.0,68.0,8.0,61.0,41.0,48.0,0.0,12.0
99,102,2007.0,9.0,1949.0,99,8.0,8.0,76.0,2.0,3.0,2.0,5.0,16.0,3.0,2.0,4.0,59.0,65.0,26.0,65.0,62.0,65.0,76.0,58.0,7.0,53.0,48.0,50.0,0.0,12.0
100,103,2007.0,10.0,1589.0,100,8.0,8.0,70.0,2.0,3.0,4.0,1.0,12.0,3.0,1.0,4.0,57.0,58.0,23.0,69.0,54.0,61.0,69.0,68.0,10.0,59.0,53.0,42.0,0.0,13.0
101,104,2007.0,11.0,1353.0,101,7.0,7.0,64.0,2.0,3.0,1.0,2.0,9.0,4.0,1.0,5.0,61.0,63.0,28.0,65.0,62.0,63.0,58.0,66.0,13.0,68.0,48.0,48.0,0.0,10.0
102,105,2007.0,12.0,1090.0,102,7.0,6.0,60.0,2.0,2.0,1.0,2.0,10.0,3.0,2.0,4.0,64.0,64.0,27.0,53.0,60.0,52.0,51.0,66.0,10.0,62.0,44.0,53.0,0.0,9.0
103,106,2007.0,13.0,765.0,103,6.0,6.0,60.0,1.0,2.0,1.0,1.0,15.0,3.0,2.0,3.0,63.0,63.0,26.0,70.0,60.0,53.0,59.0,68.0,6.0,66.0,49.0,51.0,0.0,9.0
104,107,2007.0,14.0,518.0,104,5.0,5.0,49.0,1.0,2.0,1.0,1.0,7.0,2.0,2.0,3.0,53.0,61.0,21.0,60.0,50.0,53.0,46.0,65.0,9.0,59.0,53.0,46.0,0.0,13.0
105,108,2007.0,15.0,515.0,105,5.0,4.0,50.0,1.0,2.0,1.0,3.0,6.0,3.0,2.0,3.0,52.0,57.0,24.0,49.0,50.0,58.0,52.0,70.0,8.0,55.0,42.0,48.0,0.0,10.0
106,109,2007.0,16.0,373.0,106,5.0,4.0,45.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,2.0,49.0,56.0,24.0,37.0,43.0,53.0,38.0,67.0,9.0,62.0,51.0,49.0,0.0,3.0
107,110,2007.0,17.0,294.0,107,4.0,3.0,43.0,1.0,1.0,1.0,2.0,11.0,2.0,2.0,2.0,47.0,53.0,26.0,55.0,45.0,49.0,42.0,63.0,11.0,62.0,46.0,43.0,0.0,6.0
108,111,2007.0,18.0,203.0,108,4.0,3.0,47.0,1.0,1.0,1.0,1.0,11.0,1.0,2.0,1.0,48.0,49.0,25.0,62.0,46.0,46.0,44.0,61.0,10.0,64.0,49.0,50.0,0.0,6.0
109,112,2007.0,19.0,126.0,109,3.0,3.0,42.0,1.0,1.0,0.0,1.0,11.0,1.0,2.0,1.0,46.0,47.0,23.0,75.0,48.0,48.0,37.0,66.0,12.0,54.0,51.0,53.0,0.0,3.0
110,113,2007.0,20.0,92.0,110,5.0,3.0,39.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,43.0,50.0,25.0,61.0,43.0,47.0,30.0,61.0,12.0,54.0,60.0,52.0,0.0,6.0
111,114,2007.0,21.0,84.0,111,4.0,2.0,35.0,1.0,1.0,1.0,3.0,12.0,1.0,2.0,1.0,42.0,50.0,22.0,52.0,46.0,43.0,32.0,64.0,9.0,55.0,59.0,57.0,0.0,3.0
112,115,2007.0,22.0,30.0,112,3.0,2.0,36.0,1.0,1.0,1.0,2.0,8.0,1.0,2.0,1.0,39.0,53.0,24.0,52.0,43.0,47.0,37.0,64.0,9.0,58.0,53.0,58.0,0.0,5.0
113,116,2007.0,23.0,20.0,113,3.0,2.0,37.0,1.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,39.0,47.0,20.0,56.0,51.0,44.0,31.0,59.0,9.0,52.0,57.0,59.0,0.0,4.0
114,117,2007.0,24.0,26.0,114,2.0,2.0,34.0,1.0,0.0,0.0,1.0,31.0,1.0,1.0,1.0,38.0,51.0,22.0,43.0,49.0,42.0,28.0,62.0,6.0,59.0,45.0,51.0,0.0,5.0
115,118,2007.0,25.0,8.0,115,2.0,2.0,32.0,1.0,1.0,0.0,1.0,42.0,1.0,1.0,1.0,37.0,56.0,20.0,44.0,43.0,42.0,31.0,65.0,10.0,60.0,44.0,50.0,0.0,6.0
116,119,2007.0,26.0,15.0,116,3.0,2.0,33.0,0.0,1.0,1.0,0.0,36.0,0.0,1.0,0.0,40.0,49.0,21.0,50.0,37.0,40.0,19.0,61.0,7.0,58.0,43.0,49.0,0.0,2.0
117,120,2007.0,27.0,18.0,117,2.0,2.0,29.0,1.0,1.0,1.0,1.0,28.0,0.0,2.0,0.0,34.0,48.0,23.0,45.0,41.0,40.0,25.0,62.0,6.0,64.0,44.0,39.0,0.0,5.0
118,121,2007.0,28.0,23.0,118,2.0,2.0,30.0,0.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,33.0,49.0,21.0,48.0,32.0,35.0,20.0,61.0,7.0,57.0,36.0,41.0,0.0,2.0
119,122,2007.0,29.0,16.0,119,2.0,2.0,33.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,1.0,28.0,50.0,20.0,58.0,37.0,37.0,26.0,57.0,11.0,54.0,43.0,33.0,0.0,2.0
120,123,2007.0,30.0,37.0,120,1.0,1.0,29.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,26.0,52.0,21.0,60.0,40.0,35.0,24.0,59.0,5.0,57.0,33.0,34.0,0.0,2.0
121,124,2007.0,31.0,24.0,121,1.0,2.0,26.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,31.0,50.0,20.0,63.0,36.0,33.0,27.0,63.0,5.0,54.0,45.0,34.0,0.0,4.0
122,125,2007.0,32.0,34.0,122,2.0,2.0,27.0,0.0,1.0,1.0,1.0,11.0,0.0,1.0,0.0,30.0,50.0,22.0,52.0,34.0,38.0,22.0,60.0,4.0,59.0,41.0,35.0,0.0,4.0
123,126,2007.0,33.0,19.0,123,1.0,1.0,27.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,1.0,31.0,48.0,21.0,63.0,30.0,34.0,25.0,58.0,5.0,59.0,35.0,33.0,0.0,3.0
124,127,2007.0,34.0,23.0,124,2.0,2.0,29.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,32.0,46.0,21.0,57.0,33.0,34.0,20.0,60.0,4.0,56.0,32.0,37.0,0.0,4.0
125,128,2007.0,35.0,30.0,125,2.0,2.0,30.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,0.0,32.0,50.0,24.0,52.0,28.0,32.0,24.0,65.0,8.0,52.0,40.0,28.0,0.0,2.0
126,129,2007.0,36.0,24.0,126,2.0,2.0,31.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,1.0,32.0,54.0,22.0,63.0,42.0,39.0,31.0,63.0,5.0,57.0,31.0,33.0,0.0,2.0
127,130,2007.0,37.0,30.0,127,2.0,2.0,34.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0,1.0,29.0,50.0,24.0,61.0,37.0,38.0,30.0,61.0,7.0,54.0,30.0,30.0,0.0,3.0
128,131,2007.0,38.0,30.0,128,3.0,2.0,36.0,1.0,1.0,1.0,1.0,11.0,0.0,2.0,1.0,28.0,49.0,24.0,45.0,46.0,39.0,35.0,60.0,8.0,59.0,44.0,37.0,0.0,4.0
129,132,2007.0,39.0,20.0,129,2.0,2.0,39.0,1.0,1.0,2.0,1.0,12.0,0.0,1.0,1.0,30.0,51.0,29.0,48.0,55.0,39.0,37.0,62.0,6.0,57.0,47.0,38.0,0.0,3.0
130,133,2007.0,40.0,44.0,130,3.0,3.0,43.0,1.0,1.0,3.0,1.0,10.0,0.0,2.0,1.0,37.0,49.0,27.0,47.0,47.0,42.0,35.0,65.0,7.0,63.0,47.0,38.0,0.0,3.0
131,134,2007.0,41.0,44.0,131,4.0,4.0,52.0,1.0,1.0,6.0,1.0,13.0,0.0,1.0,0.0,42.0,49.0,28.0,59.0,53.0,45.0,43.0,68.0,10.0,65.0,53.0,48.0,0.0,7.0
132,135,2007.0,42.0,48.0,132,4.0,6.0,51.0,1.0,1.0,9.0,1.0,12.0,0.0,1.0,0.0,43.0,51.0,28.0,52.0,51.0,49.0,46.0,70.0,10.0,58.0,56.0,43.0,0.0,4.0
133,136,2007.0,43.0,50.0,133,4.0,9.0,50.0,2.0,1.0,19.0,3.0,13.0,1.0,1.0,1.0,46.0,52.0,28.0,40.0,55.0,54.0,72.0,69.0,8.0,72.0,54.0,51.0,0.0,4.0
134,137,2007.0,44.0,74.0,134,5.0,11.0,59.0,3.0,1.0,25.0,2.0,14.0,1.0,2.0,1.0,49.0,51.0,37.0,60.0,49.0,56.0,100.0,72.0,11.0,64.0,51.0,45.0,0.0,10.0
135,138,2007.0,45.0,85.0,135,6.0,13.0,57.0,3.0,1.0,28.0,2.0,16.0,1.0,1.0,0.0,49.0,55.0,32.0,53.0,49.0,56.0,82.0,67.0,100.0,68.0,52.0,51.0,0.0,5.0
136,139,2007.0,46.0,87.0,136,4.0,13.0,56.0,3.0,1.0,33.0,1.0,21.0,1.0,1.0,1.0,51.0,53.0,29.0,51.0,53.0,57.0,76.0,74.0,92.0,64.0,48.0,56.0,0.0,7.0
137,140,2007.0,47.0,140.0,137,5.0,12.0,56.0,3.0,2.0,29.0,3.0,18.0,1.0,2.0,1.0,51.0,48.0,26.0,61.0,59.0,60.0,66.0,76.0,49.0,58.0,65.0,59.0,0.0,8.0
138,141,2007.0,48.0,161.0,138,6.0,12.0,65.0,3.0,2.0,26.0,3.0,16.0,1.0,1.0,1.0,58.0,52.0,25.0,57.0,53.0,65.0,76.0,74.0,40.0,63.0,52.0,52.0,0.0,8.0
139,142,2007.0,49.0,180.0,139,5.0,11.0,67.0,2.0,2.0,23.0,1.0,17.0,1.0,1.0,1.0,60.0,52.0,24.0,50.0,56.0,64.0,68.0,73.0,25.0,62.0,58.0,58.0,0.0,8.0
140,143,2007.0,50.0,215.0,140,4.0,7.0,64.0,2.0,1.0,12.0,2.0,11.0,1.0,1.0,1.0,49.0,52.0,26.0,59.0,56.0,61.0,65.0,66.0,14.0,59.0,49.0,46.0,0.0,6.0
141,144,2007.0,51.0,314.0,141,5.0,8.0,70.0,2.0,2.0,12.0,4.0,14.0,2.0,1.0,2.0,52.0,51.0,24.0,69.0,58.0,65.0,65.0,69.0,16.0,60.0,54.0,48.0,0.0,6.0
142,145,2007.0,52.0,448.0,142,5.0,6.0,68.0,2.0,2.0,8.0,1.0,10.0,1.0,1.0,1.0,53.0,53.0,25.0,62.0,55.0,68.0,67.0,71.0,18.0,53.0,52.0,56.0,0.0,6.0
143,146,2008.0,1.0,584.0,143,4.0,6.0,69.0,1.0,2.0,6.0,3.0,12.0,1.0,1.0,1.0,49.0,49.0,25.0,71.0,54.0,62.0,63.0,65.0,11.0,51.0,68.0,54.0,0.0,8.0
144,147,2008.0,2.0,1003.0,144,4.0,5.0,73.0,1.0,2.0,4.0,3.0,11.0,1.0,0.0,1.0,49.0,50.0,24.0,56.0,62.0,61.0,60.0,60.0,11.0,63.0,51.0,50.0,0.0,7.0
145,148,2008.0,3.0,1313.0,145,3.0,5.0,77.0,1.0,2.0,3.0,1.0,10.0,1.0,1.0,1.0,56.0,53.0,26.0,79.0,71.0,69.0,75.0,71.0,4.0,62.0,27.0,31.0,0.0,8.0
146,149,2008.0,4.0,2152.0,146,4.0,5.0,94.0,1.0,2.0,3.0,3.0,11.0,1.0,1.0,2.0,62.0,56.0,28.0,71.0,84.0,75.0,81.0,71.0,6.0,69.0,35.0,43.0,0.0,9.0
147,150,2008.0,5.0,3831.0,147,5.0,6.0,72.0,1.0,2.0,2.0,2.0,14.0,2.0,1.0,2.0,62.0,61.0,25.0,63.0,67.0,72.0,69.0,70.0,8.0,65.0,47.0,52.0,0.0,8.0
148,151,2008.0,6.0,4871.0,148,5.0,5.0,69.0,1.0,2.0,2.0,2.0,13.0,1.0,1.0,2.0,61.0,62.0,26.0,75.0,61.0,67.0,71.0,75.0,13.0,65.0,45.0,45.0,0.0,9.0
149,152,2008.0,7.0,4827.0,149,5.0,7.0,80.0,1.0,2.0,2.0,2.0,15.0,3.0,1.0,4.0,75.0,64.0,28.0,81.0,69.0,71.0,81.0,77.0,13.0,66.0,55.0,54.0,0.0,14.0
150,153,2008.0,8.0,5277.0,150,7.0,9.0,81.0,2.0,3.0,2.0,4.0,13.0,5.0,1.0,6.0,76.0,77.0,30.0,100.0,73.0,79.0,76.0,72.0,7.0,71.0,47.0,54.0,0.0,21.0
151,154,2008.0,9.0,4451.0,151,11.0,12.0,88.0,3.0,4.0,3.0,4.0,12.0,8.0,3.0,9.0,79.0,82.0,32.0,79.0,77.0,86.0,87.0,73.0,10.0,73.0,58.0,51.0,0.0,20.0
152,155,2008.0,10.0,3595.0,152,12.0,13.0,91.0,3.0,5.0,3.0,2.0,11.0,10.0,1.0,10.0,76.0,83.0,30.0,92.0,79.0,88.0,85.0,79.0,14.0,71.0,84.0,66.0,0.0,26.0
153,156,2008.0,11.0,2564.0,153,13.0,16.0,93.0,3.0,6.0,3.0,3.0,12.0,10.0,4.0,10.0,77.0,76.0,36.0,72.0,75.0,80.0,80.0,77.0,12.0,71.0,62.0,55.0,0.0,25.0
154,157,2008.0,12.0,1937.0,154,12.0,14.0,82.0,3.0,5.0,3.0,4.0,12.0,10.0,2.0,11.0,76.0,71.0,30.0,91.0,71.0,77.0,69.0,78.0,13.0,63.0,59.0,56.0,0.0,17.0
155,158,2008.0,13.0,1387.0,155,10.0,10.0,73.0,2.0,4.0,2.0,4.0,14.0,8.0,3.0,9.0,67.0,71.0,26.0,75.0,67.0,72.0,72.0,77.0,10.0,70.0,57.0,57.0,0.0,15.0
156,159,2008.0,14.0,899.0,156,10.0,8.0,62.0,2.0,3.0,1.0,3.0,14.0,5.0,2.0,5.0,65.0,67.0,25.0,89.0,61.0,63.0,61.0,76.0,12.0,71.0,58.0,54.0,0.0,14.0
157,160,2008.0,15.0,622.0,157,7.0,7.0,59.0,1.0,2.0,1.0,1.0,11.0,3.0,2.0,4.0,58.0,57.0,26.0,74.0,60.0,62.0,53.0,80.0,11.0,64.0,50.0,50.0,0.0,13.0
158,161,2008.0,16.0,349.0,158,6.0,5.0,55.0,1.0,2.0,1.0,5.0,13.0,3.0,2.0,3.0,57.0,59.0,27.0,74.0,64.0,60.0,48.0,76.0,11.0,58.0,56.0,53.0,0.0,6.0
159,162,2008.0,17.0,191.0,159,5.0,5.0,51.0,1.0,1.0,1.0,1.0,13.0,2.0,2.0,2.0,52.0,58.0,27.0,74.0,51.0,57.0,47.0,74.0,16.0,66.0,55.0,58.0,0.0,4.0
160,163,2008.0,18.0,126.0,160,5.0,4.0,48.0,1.0,1.0,1.0,0.0,9.0,1.0,2.0,2.0,48.0,57.0,26.0,67.0,56.0,53.0,42.0,75.0,15.0,66.0,58.0,58.0,0.0,6.0
161,164,2008.0,19.0,65.0,161,4.0,3.0,44.0,1.0,1.0,1.0,2.0,11.0,1.0,1.0,1.0,47.0,51.0,26.0,60.0,54.0,55.0,37.0,71.0,11.0,63.0,62.0,59.0,0.0,4.0
162,165,2008.0,20.0,38.0,162,4.0,3.0,39.0,1.0,1.0,1.0,0.0,15.0,1.0,1.0,1.0,48.0,61.0,26.0,54.0,60.0,52.0,35.0,72.0,12.0,67.0,59.0,60.0,0.0,4.0
163,166,2008.0,21.0,29.0,163,3.0,3.0,39.0,1.0,1.0,1.0,1.0,10.0,1.0,2.0,1.0,43.0,50.0,26.0,63.0,48.0,51.0,45.0,69.0,10.0,63.0,55.0,56.0,0.0,6.0
164,167,2008.0,22.0,19.0,164,3.0,2.0,40.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,42.0,53.0,25.0,62.0,47.0,51.0,39.0,67.0,8.0,56.0,59.0,60.0,0.0,2.0
165,168,2008.0,23.0,17.0,165,3.0,2.0,38.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,41.0,52.0,25.0,70.0,50.0,50.0,37.0,69.0,9.0,60.0,51.0,61.0,0.0,3.0
166,169,2008.0,24.0,12.0,166,2.0,2.0,37.0,1.0,1.0,1.0,1.0,11.0,1.0,2.0,0.0,38.0,52.0,24.0,70.0,49.0,52.0,38.0,67.0,8.0,61.0,50.0,53.0,0.0,3.0
167,170,2008.0,25.0,7.0,167,2.0,2.0,34.0,0.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,35.0,52.0,23.0,60.0,48.0,46.0,33.0,63.0,14.0,58.0,44.0,51.0,0.0,4.0
168,171,2008.0,26.0,6.0,168,2.0,2.0,34.0,1.0,0.0,1.0,0.0,11.0,0.0,1.0,0.0,34.0,52.0,24.0,55.0,46.0,45.0,30.0,63.0,8.0,56.0,49.0,48.0,0.0,2.0
169,172,2008.0,27.0,4.0,169,2.0,2.0,32.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,33.0,54.0,22.0,56.0,47.0,45.0,25.0,61.0,9.0,62.0,48.0,43.0,0.0,4.0
170,173,2008.0,28.0,6.0,170,2.0,2.0,32.0,0.0,1.0,0.0,1.0,11.0,0.0,1.0,0.0,34.0,50.0,23.0,58.0,41.0,40.0,29.0,65.0,3.0,64.0,50.0,45.0,0.0,5.0
