index,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,CC,COUGH,FLU_SYMP,FLU,GRIPE,INF_SYMP,INFL,OSELT,PREV,VACC
348,2010,22,2136,0.28089899999999995,24,34,1,1,5,5,1,0.0,1.0,1.0
349,2010,23,2163,0.277393,22,33,1,<1,4,3,1,1.0,1.0,1.0
350,2010,24,2033,0.442696,22,31,1,<1,3,3,1,0.0,1.0,1.0
351,2010,25,1987,0.402617,21,44,1,<1,3,2,1,0.0,1.0,1.0
352,2010,26,1820,0.2197800000000001,22,35,1,<1,3,3,1,0.0,2.0,1.0
353,2010,27,1636,0.305623,22,35,1,<1,3,2,1,0.0,1.0,1.0
354,2010,28,1620,0.679012,20,34,1,<1,2,3,1,0.0,1.0,1.0
355,2010,29,1606,0.49813199999999996,22,37,1,<1,2,2,1,1.0,1.0,1.0
356,2010,30,1686,1.36418,22,36,1,1,3,2,1,0.0,1.0,1.0
357,2010,31,1520,1.05263,22,34,1,1,2,1,1,0.0,0.0,2.0
358,2010,32,1676,1.7303099999999998,24,34,1,1,3,3,1,0.0,0.0,2.0
359,2010,33,1790,1.06145,24,38,1,1,3,3,1,0.0,1.0,2.0
360,2010,34,1967,2.03355,26,37,1,1,3,3,2,0.0,1.0,4.0
361,2010,35,2212,1.2658200000000002,28,37,1,1,3,3,2,0.0,1.0,6.0
362,2010,36,2336,1.5411,33,40,1,1,3,3,3,1.0,2.0,9.0
363,2010,37,2698,1.85322,35,46,1,2,2,5,4,1.0,2.0,12.0
364,2010,38,2960,1.62162,40,47,1,2,2,3,4,1.0,2.0,15.0
365,2010,39,2988,1.33869,39,42,2,2,2,7,5,1.0,2.0,18.0
366,2010,40,3600,2.13889,40,44,2,2,2,8,6,1.0,2.0,24.0
367,2010,41,4006,3.19521,38,45,2,2,2,8,5,1.0,2.0,21.0
368,2010,42,4112,3.38035,40,50,2,2,2,9,5,1.0,2.0,21.0
369,2010,43,4240,3.91509,38,50,2,2,3,5,5,1.0,2.0,18.0
370,2010,44,4608,5.36024,44,48,2,2,2,8,4,1.0,2.0,16.0
371,2010,45,5377,6.5092099999999995,44,52,2,2,3,6,4,1.0,3.0,13.0
372,2010,46,5578,8.73073,43,53,2,2,2,8,4,1.0,2.0,11.0
373,2010,47,5533,10.6091,47,51,2,1,3,6,3,1.0,1.0,7.0
374,2010,48,5975,9.99163,53,52,3,2,2,7,3,1.0,3.0,6.0
375,2010,49,6361,13.2526,56,53,2,2,2,9,3,1.0,2.0,6.0
376,2010,50,7692,18.8508,56,52,3,1,3,10,3,2.0,2.0,5.0
377,2010,51,8172,25.0367,53,58,3,2,2,7,3,3.0,2.0,4.0
378,2010,52,9030,26.268,61,61,4,2,3,9,4,3.0,3.0,4.0
379,2011,1,10441,25.17,61,63,4,2,2,16,4,3.0,4.0,5.0
380,2011,2,10190,29.2836,60,57,4,2,2,13,4,4.0,3.0,4.0
381,2011,3,11067,33.5231,54,60,4,2,2,19,4,5.0,2.0,4.0
382,2011,4,12950,34.3398,58,62,5,2,2,23,5,6.0,4.0,4.0
383,2011,5,13875,35.4018,60,62,5,2,1,25,5,6.0,4.0,3.0
384,2011,6,14647,34.6624,59,65,5,2,2,30,5,7.0,3.0,4.0
385,2011,7,16401,34.8515,54,66,5,2,2,35,5,7.0,3.0,3.0
386,2011,8,15033,30.9785,54,64,4,2,1,39,5,7.0,4.0,3.0
387,2011,9,12990,27.5058,47,60,4,2,2,25,4,5.0,3.0,2.0
388,2011,10,11625,23.7935,45,57,3,1,2,22,3,4.0,2.0,2.0
389,2011,11,9860,20.284000000000002,41,55,3,1,1,22,3,3.0,2.0,1.0
390,2011,12,8443,16.1199,41,54,2,1,2,17,2,2.0,3.0,1.0
391,2011,13,7107,12.8043,43,51,2,1,2,12,2,2.0,1.0,1.0
392,2011,14,6481,9.8133,38,50,2,1,1,9,2,1.0,2.0,1.0
393,2011,15,5615,7.12378,37,49,1,1,2,12,2,1.0,2.0,1.0
394,2011,16,4642,4.4162,35,48,1,1,2,5,2,1.0,1.0,1.0
395,2011,17,3976,3.3450699999999998,34,46,1,1,1,7,2,1.0,1.0,1.0
396,2011,18,3611,1.91083,33,45,1,1,1,5,1,1.0,1.0,1.0
397,2011,19,3271,1.10058,33,46,1,1,1,6,1,1.0,1.0,1.0
398,2011,20,3079,0.8444299999999999,32,44,1,1,1,6,2,1.0,1.0,1.0
399,2011,21,2705,0.665434,32,43,1,1,1,4,1,1.0,1.0,1.0
400,2011,22,2442,0.532351,32,44,1,1,1,3,1,0.0,1.0,1.0
401,2011,23,2259,0.265604,28,41,1,1,1,4,1,0.0,0.0,1.0
402,2011,24,2109,0.42674300000000004,28,40,1,1,1,3,1,0.0,1.0,1.0
403,2011,25,1967,0.25419400000000003,26,38,1,<1,1,1,1,0.0,0.0,1.0
404,2011,26,1560,0.25640999999999997,27,37,1,<1,2,4,1,0.0,1.0,1.0
405,2011,27,1498,0.333778,25,35,1,<1,2,4,1,0.0,1.0,1.0
406,2011,28,1500,0.6,26,34,1,<1,2,2,1,0.0,0.0,1.0
407,2011,29,1500,0.666667,26,32,1,<1,2,3,1,0.0,1.0,1.0
408,2011,30,1307,0.306044,25,33,1,<1,2,3,1,0.0,0.0,1.0
409,2011,31,1428,0.770308,26,33,1,<1,2,2,1,0.0,0.0,1.0
410,2011,32,1433,0.9071879999999999,25,34,1,<1,2,3,1,0.0,1.0,1.0
411,2011,33,1506,1.0624200000000001,27,34,1,1,1,2,1,0.0,1.0,2.0
412,2011,34,1705,0.997067,29,36,1,1,2,3,2,0.0,1.0,3.0
413,2011,35,1925,0.779221,32,36,1,1,2,3,2,0.0,1.0,5.0
414,2011,36,2056,0.632296,34,37,1,1,2,3,3,1.0,1.0,7.0
415,2011,37,2326,0.9028370000000001,41,41,2,2,1,5,3,0.0,2.0,12.0
416,2011,38,2612,0.803982,45,54,2,2,2,5,4,1.0,2.0,16.0
417,2011,39,2920,1.1986299999999999,43,50,2,2,2,5,5,1.0,2.0,18.0
418,2011,40,3192,1.03383,45,49,2,2,2,8,6,1.0,2.0,23.0
419,2011,41,3316,0.572979,41,50,2,2,2,6,5,1.0,3.0,22.0
420,2011,42,3425,0.8175180000000001,46,51,2,2,2,7,5,1.0,2.0,21.0
421,2011,43,3749,1.17365,48,53,2,2,2,7,5,1.0,2.0,19.0
422,2011,44,4075,0.9570549999999999,52,56,2,2,2,13,4,1.0,3.0,14.0
423,2011,45,4326,1.13269,52,59,3,2,2,6,4,1.0,3.0,12.0
424,2011,46,4580,0.960699,52,57,3,2,2,7,4,1.0,3.0,9.0
425,2011,47,4108,1.82571,48,57,2,1,2,7,3,1.0,2.0,6.0
426,2011,48,4669,1.54209,56,60,3,2,2,10,3,1.0,3.0,7.0
427,2011,49,4710,2.29299,59,57,2,1,2,6,3,1.0,3.0,6.0
428,2011,50,4906,2.71097,54,57,3,1,2,6,3,1.0,2.0,5.0
429,2011,51,5151,3.8245,59,59,3,2,2,8,3,1.0,3.0,4.0
430,2011,52,5470,3.32724,64,65,3,2,2,7,3,1.0,2.0,4.0
431,2012,1,5690,3.21617,68,65,3,2,2,9,3,1.0,3.0,4.0
432,2012,2,5341,4.39993,56,60,3,1,2,9,3,1.0,2.0,3.0
433,2012,3,5364,5.9657,58,58,3,1,2,10,3,1.0,3.0,3.0
434,2012,4,5840,8.09932,53,59,2,1,2,11,3,1.0,3.0,3.0
435,2012,5,6251,10.8783,53,62,3,1,2,8,3,1.0,2.0,3.0
436,2012,6,6413,12.615,56,62,3,1,2,13,3,1.0,3.0,2.0
437,2012,7,7298,14.8397,57,60,3,2,2,16,3,2.0,3.0,2.0
438,2012,8,7596,18.9968,53,68,3,2,2,16,3,2.0,3.0,2.0
439,2012,9,8485,23.8185,51,62,3,2,2,24,3,2.0,3.0,2.0
440,2012,10,8459,28.183000000000003,47,58,3,2,2,23,3,3.0,2.0,2.0
441,2012,11,8822,30.7187,41,57,3,1,2,25,3,3.0,2.0,2.0
442,2012,12,7974,27.526999999999997,38,55,2,1,2,18,3,2.0,1.0,2.0
443,2012,13,7450,21.557,38,52,2,1,2,18,2,2.0,1.0,1.0
444,2012,14,6695,22.0762,38,56,2,1,2,10,2,1.0,1.0,1.0
445,2012,15,6304,20.4473,39,57,2,1,2,12,2,1.0,2.0,1.0
446,2012,16,5689,20.6363,37,55,2,1,2,11,2,1.0,1.0,1.0
447,2012,17,4980,17.2691,38,53,2,1,2,8,2,1.0,1.0,1.0
448,2012,18,4522,15.9885,36,56,1,1,2,10,2,1.0,1.0,1.0
449,2012,19,4061,15.1687,34,55,1,1,2,8,2,1.0,2.0,1.0
450,2012,20,3811,13.3298,35,57,1,1,2,9,2,1.0,1.0,1.0
451,2012,21,3729,11.1558,32,54,1,1,2,10,1,1.0,1.0,1.0
452,2012,22,3347,10.9053,32,50,1,1,2,5,1,0.0,2.0,1.0
453,2012,23,3055,9.59083,32,48,1,1,2,4,1,1.0,1.0,1.0
454,2012,24,2898,9.972389999999999,30,47,1,1,2,2,1,1.0,1.0,1.0
455,2012,25,2529,6.76157,30,43,1,1,2,3,1,0.0,1.0,1.0
456,2012,26,2255,6.7405800000000005,29,43,1,1,2,2,1,0.0,0.0,1.0
457,2012,27,1970,4.72081,29,42,1,1,2,3,1,0.0,1.0,1.0
458,2012,28,2052,4.5809,29,42,1,1,2,3,1,0.0,1.0,1.0
459,2012,29,2100,3.66667,29,52,1,1,2,4,1,0.0,1.0,1.0
460,2012,30,2048,5.12695,29,53,1,1,2,2,1,0.0,1.0,1.0
461,2012,31,2161,9.48635,29,47,1,1,2,2,1,0.0,1.0,1.0
462,2012,32,2294,7.541410000000001,30,44,1,1,2,2,1,0.0,1.0,2.0
463,2012,33,2501,6.71731,31,44,1,1,2,4,2,0.0,2.0,2.0
464,2012,34,2705,4.17745,34,46,1,1,2,4,2,0.0,1.0,3.0
465,2012,35,2746,3.05899,38,49,2,1,2,3,2,0.0,1.0,5.0
466,2012,36,2914,3.05422,40,52,2,1,2,4,3,1.0,1.0,7.0
467,2012,37,3280,2.2256099999999996,46,55,2,1,2,6,3,1.0,2.0,11.0
468,2012,38,3501,3.0848299999999997,50,57,2,2,2,6,4,1.0,3.0,14.0
469,2012,39,3649,3.5900199999999995,50,56,2,2,2,8,5,1.0,3.0,17.0
470,2012,40,4513,3.78905,49,59,3,2,2,9,5,1.0,2.0,22.0
471,2012,41,4914,3.92755,54,59,3,2,2,9,6,1.0,2.0,22.0
472,2012,42,5249,5.8106300000000015,47,58,3,2,2,11,5,1.0,3.0,20.0
473,2012,43,5306,6.5586100000000025,48,60,3,2,2,9,5,1.0,3.0,18.0
474,2012,44,5406,7.861639999999999,50,58,3,2,2,10,4,1.0,3.0,13.0
475,2012,45,6446,9.75799,53,60,3,2,2,12,4,1.0,2.0,11.0
476,2012,46,6721,13.3611,56,93,3,2,2,14,4,2.0,2.0,11.0
477,2012,47,7433,18.4179,54,71,3,2,2,10,4,3.0,4.0,8.0
478,2012,48,9333,22.3829,63,72,4,2,2,18,5,3.0,6.0,9.0
479,2012,49,12060,29.204,57,72,6,3,2,25,7,5.0,7.0,16.0
480,2012,50,14711,32.6083,64,71,6,3,2,25,7,7.0,7.0,11.0
481,2012,51,16904,37.4527,69,80,7,3,2,37,7,11.0,8.0,8.0
482,2012,52,18139,37.8742,88,96,8,4,3,43,8,14.0,9.0,7.0
483,2013,1,19673,35.2971,98,100,10,5,3,56,11,13.0,12.0,13.0
484,2013,2,22224,34.2063,83,95,22,14,3,100,32,26.0,31.0,64.0
485,2013,3,20931,30.5432,78,82,21,11,3,78,25,22.0,26.0,45.0
486,2013,4,18668,29.5747,86,82,14,6,3,53,14,16.0,11.0,15.0
487,2013,5,16228,26.5221,67,79,10,4,3,41,9,12.0,9.0,8.0
488,2013,6,14491,22.7314,63,75,7,3,3,31,7,9.0,7.0,5.0
489,2013,7,12691,20.8809,59,71,5,3,2,24,5,7.0,4.0,3.0
490,2013,8,11354,20.037,64,69,5,2,3,22,5,6.0,4.0,3.0
